insert into aluno values (999, '88687797166', 'João', 'João', '1952-12-09', 696653, '2007', null, 31, null);
insert into aluno values (2029, '85481698644', 'Gabriel', 'João', '1962-06-13', 524650, '2006', 531, null, null);
insert into aluno values (2030, '87839246466', 'Miguel', 'Henry', '1955-10-19', 699653, '2004', 532, null, null);
insert into aluno values (2031, '24224259966', 'Lucas', 'Miguel', '1992-05-29', 85157, '1995', 533, null, null);
insert into aluno values (2032, '99458314917', 'Gabriel', 'Erick', '1972-10-08', 903487, '2001', 534, null, null);
insert into aluno values (2033, '51982536989', 'João', 'Bernardo', '1999-05-24', 63110, '2002', 535, null, null);
insert into aluno values (2034, '31778542793', 'Arthur', 'Tomás', '1951-06-30', 861645, '1991', 536, null, null);
insert into aluno values (2035, '25613995352', 'Pedro', 'João', '1982-10-13', 389088, '2017', 537, null, null);
insert into aluno values (2036, '98642528253', 'Antônio', 'Anthony', '1981-04-15', 323880, '1995', 538, null, null);
insert into aluno values (2037, '76949225968', 'Augusto', 'Tomás', '1983-12-15', 892505, '2003', 539, null, null);
insert into aluno values (2038, '92982663438', 'Joaquim', 'Miguel', '1995-11-16', 72958, '2005', 540, null, null);
insert into aluno values (2039, '92451523944', 'Nicolas', 'Miguel', '1956-08-30', 367868, '2012', 541, null, null);
insert into aluno values (2040, '68812354559', 'João', 'Davi', '1964-07-13', 944078, '2011', 542, null, null);
insert into aluno values (2041, '86737911428', 'João', 'Ravi', '1976-08-06', 828496, '2019', 543, null, null);
insert into aluno values (2042, '12875214121', 'Raul', 'Bento', '1967-10-06', 219845, '2001', 544, null, null);
insert into aluno values (2043, '45366558971', 'Erick', 'Miguel', '1994-08-09', 683051, '2017', 545, null, null);
insert into aluno values (2044, '54923685281', 'Pedro', 'Francisco', '1993-10-28', 464746, '2005', 546, null, null);
insert into aluno values (2045, '31918914261', 'Thomas', 'Anthony', '1950-12-01', 199714, '2015', 547, null, null);
insert into aluno values (2046, '74162916641', 'Nicolas', 'Gustavo', '1956-08-05', 24335, '2001', 548, null, null);
insert into aluno values (2047, '17394567514', 'Miguel', 'Bernardo', '1967-08-18', 944078, '2005', 549, null, null);
insert into aluno values (2048, '44624849143', 'Vitor', 'Gustavo', '1990-05-14', 899193, '1990', 550, null, null);
insert into aluno values (2049, '26257228918', 'Arthur', 'Yago', '1990-11-30', 68025, '2004', 551, null, null);
insert into aluno values (2050, '46192581824', 'Henrique', 'Guilherme', '1970-01-07', 418365, '2007', 552, null, null);
insert into aluno values (2051, '16661156367', 'Benjamin', 'Joaquim', '1955-09-14', 708729, '1998', 553, null, null);
insert into aluno values (2052, '67176365635', 'Anthony', 'Joaquim', '1965-01-30', 885146, '1992', 554, null, null);
insert into aluno values (2053, '26313593758', 'Levi', 'Miguel', '1964-05-11', 427416, '2012', 555, null, null);
insert into aluno values (2054, '59995525153', 'Tomás', 'Lucca', '1963-09-13', 710464, '2008', 556, null, null);
insert into aluno values (2055, '52496237446', 'Bernardo', 'Daniel', '1987-11-05', 626677, '2012', 557, null, null);
insert into aluno values (2056, '79241448945', 'Otto', 'Enzo', '1999-12-24', 852168, '1993', 558, null, null);
insert into aluno values (2057, '35818246511', 'Henrique', 'Arthur', '1953-08-04', 85157, '1990', 559, null, null);
insert into aluno values (2058, '27515913918', 'Otto', 'Ravi', '1995-10-04', 577823, '2007', 560, null, null);
insert into aluno values (2059, '48969131187', 'Yuri', 'Gabriel', '1952-05-27', 519288, '2004', 561, null, null);
insert into aluno values (2060, '64498768266', 'João', 'Yago', '1982-11-15', 794455, '2010', 562, null, null);
insert into aluno values (2061, '96977166925', 'Lucas', 'Bryan', '1994-03-27', 582697, '2011', 563, null, null);
insert into aluno values (2062, '73177197337', 'Vitor', 'Gael', '1982-11-30', 587312, '1990', 564, null, null);
insert into aluno values (2063, '14816938776', 'José', 'Leonardo', '1969-07-27', 690779, '1994', 565, null, null);
insert into aluno values (2064, '85476993553', 'Lorenzo', 'Leonardo', '1958-02-08', 553363, '2000', 566, null, null);
insert into aluno values (2065, '18928825638', 'João', 'Miguel', '1978-05-22', 941281, '2008', 567, null, null);
insert into aluno values (2066, '86798752782', 'Luiz', 'Pietro', '1996-12-13', 418365, '2017', 568, null, null);
insert into aluno values (2067, '42439533976', 'Vitor', 'Mathias', '1965-08-15', 421996, '1996', 569, null, null);
insert into aluno values (2068, '33771854886', 'Gabriel', 'Luan', '1955-06-23', 126225, '2016', 570, null, null);
insert into aluno values (2069, '52157439599', 'Gabriel', 'Bernardo', '1976-09-16', 903487, '1994', 571, null, null);
insert into aluno values (2070, '42345116864', 'Lucas', 'Miguel', '1973-04-22', 633043, '2011', 572, null, null);
insert into aluno values (2071, '13761573495', 'Lucas', 'Caio', '1975-01-30', 260677, '2013', 573, null, null);
insert into aluno values (2072, '21862464282', 'Ravi', 'Heitor', '1970-09-07', 610097, '2007', 574, null, null);
insert into aluno values (2073, '31589143753', 'Erick', 'Thiago', '1986-12-31', 111178, '1994', 575, null, null);
insert into aluno values (2074, '81478245251', 'Lucas', 'João', '1982-01-07', 72958, '2017', 576, null, null);
insert into aluno values (2075, '93337984372', 'Miguel', 'Matteo', '1955-05-31', 647675, '1997', 577, null, null);
insert into aluno values (2076, '93755767984', 'Thomas', 'João', '1953-11-05', 295185, '1992', 578, null, null);
insert into aluno values (2077, '83769898178', 'Samuel', 'Vitor', '1974-12-17', 743055, '1994', 579, null, null);
insert into aluno values (2078, '24324542674', 'João', 'Hugo', '1982-02-21', 944746, '2019', 580, null, null);
insert into aluno values (2079, '69175462923', 'Caleb', 'Breno', '1999-03-24', 239652, '2002', 581, null, null);
insert into aluno values (2080, '96828916671', 'Luiz', 'Antônio', '1989-07-25', 159717, '2007', 582, null, null);
insert into aluno values (2081, '49665828344', 'Felipe', 'Lucca', '1965-05-18', 582697, '2011', 583, null, null);
insert into aluno values (2082, '76366477577', 'Otto', 'Lucas', '1970-06-15', 214539, '2011', 584, null, null);
insert into aluno values (2083, '14755744824', 'Felipe', 'Davi', '1965-06-21', 386077, '2012', 585, null, null);
insert into aluno values (2084, '69759511414', 'Breno', 'Rodrigo', '1990-04-13', 461798, '1999', 586, null, null);
insert into aluno values (2085, '84617886227', 'Arthur', 'Yan', '1978-01-26', 331032, '1996', 587, null, null);
insert into aluno values (2086, '16482982913', 'Benjamin', 'Thomas', '1971-03-28', 70854, '1999', 588, null, null);
insert into aluno values (2087, '72319817531', 'Caleb', 'Gabriel', '1986-05-26', 947006, '2016', 589, null, null);
insert into aluno values (2088, '35181177427', 'Gustavo', 'Gabriel', '1967-12-03', 545233, '1992', 590, null, null);
insert into aluno values (2089, '79385836757', 'Davi', 'Davi', '1981-05-16', 851033, '2014', 591, null, null);
insert into aluno values (2090, '32997211722', 'Vitor', 'Cauã', '1988-10-29', 524650, '2007', 592, null, null);
insert into aluno values (2091, '55538321257', 'Luan', 'Noah', '1969-10-08', 334957, '2018', 593, null, null);
insert into aluno values (2092, '66221879945', 'Pedro', 'Francisco', '1954-05-22', 427416, '2010', 594, null, null);
insert into aluno values (2093, '23872278725', 'Lucas', 'Enrico', '1960-09-09', 167413, '1995', 595, null, null);
insert into aluno values (2094, '41662476242', 'Vinícius', 'Luan', '1951-10-22', 463907, '1993', 596, null, null);
insert into aluno values (2095, '42321336262', 'Matteo', 'Hugo', '1989-04-19', 454036, '1990', 597, null, null);
insert into aluno values (2096, '35719327584', 'Tomás', 'Lucas', '1999-08-20', 181356, '2016', 598, null, null);
insert into aluno values (2097, '35731643689', 'Luiz', 'Caleb', '1959-02-02', 989451, '1997', 599, null, null);
insert into aluno values (2098, '89592619491', 'Enzo', 'Tomás', '1967-02-03', 389088, '1994', 600, null, null);
insert into aluno values (2099, '18379412922', 'Yago', 'Yuri', '1972-05-18', 591658, '1997', 601, null, null);
insert into aluno values (2100, '69293437173', 'Raul', 'Guilherme', '1957-03-31', 38269, '2006', 602, null, null);
insert into aluno values (2101, '26791784341', 'Matteo', 'Enrico', '1959-11-03', 718358, '2012', 603, null, null);
insert into aluno values (2102, '49971287613', 'Arthur', 'Rodrigo', '1983-07-06', 498879, '2017', 604, null, null);
insert into aluno values (2103, '79854449127', 'Matheus', 'Otto', '1950-09-25', 805317, '2009', 605, null, null);
insert into aluno values (2104, '87591522538', 'Luiz', 'Luiz', '1955-07-26', 605058, '2016', 606, null, null);
insert into aluno values (2105, '18826644263', 'Derick', 'Rafael', '1996-04-02', 208924, '2010', 607, null, null);
insert into aluno values (2106, '56941767158', 'Arthur', 'Valentim', '1982-12-04', 794905, '2012', 608, null, null);
insert into aluno values (2107, '53124226213', 'Anthony', 'Valentim', '1955-11-02', 524650, '2015', 609, null, null);
insert into aluno values (2108, '82449279986', 'Gabriel', 'Benício', '1986-09-21', 82432, '1996', 610, null, null);
insert into aluno values (2109, '41379168355', 'Arthur', 'Davi', '1960-11-17', 221894, '1992', 611, null, null);
insert into aluno values (2110, '24829867459', 'Samuel', 'Henrique', '1994-05-27', 947006, '2004', 612, null, null);
insert into aluno values (2111, '18719487228', 'Luiz', 'Rodrigo', '1999-01-24', 654089, '2019', 613, null, null);
insert into aluno values (2112, '39373265982', 'Guilherme', 'Miguel', '1997-12-23', 188365, '2014', 614, null, null);
insert into aluno values (2113, '66721821494', 'Lucas', 'Pietro', '1979-03-04', 892872, '2003', 615, null, null);
insert into aluno values (2114, '65789584813', 'Josué', 'Derick', '1958-01-01', 88749, '2008', 616, null, null);
insert into aluno values (2115, '22916829452', 'Gabriel', 'Davi', '1984-12-16', 692727, '2008', 617, null, null);
insert into aluno values (2116, '78697333319', 'Otávio', 'Pedro', '1988-06-19', 50683, '2004', 618, null, null);
insert into aluno values (2117, '95652799853', 'Tomás', 'João', '1963-12-05', 260304, '1995', 619, null, null);
insert into aluno values (2118, '47181997375', 'Henry', 'Murilo', '1950-09-24', 591658, '2000', 620, null, null);
insert into aluno values (2119, '45773472863', 'Otávio', 'Lucas', '1997-07-22', 1736, '2011', 621, null, null);
insert into aluno values (2120, '21448424517', 'Henrique', 'Nathan', '1950-08-16', 512406, '1996', 622, null, null);
insert into aluno values (2121, '79246247833', 'Gabriel', 'Nathan', '1959-06-29', 805317, '2007', 623, null, null);
insert into aluno values (2122, '59313671273', 'Augusto', 'Gabriel', '1994-11-27', 302811, '2002', 624, null, null);
insert into aluno values (2123, '11423984993', 'Valentim', 'Martin', '1978-09-04', 258175, '2006', 625, null, null);
insert into aluno values (2124, '92548519297', 'Caleb', 'Caio', '1961-02-16', 854192, '2003', 626, null, null);
insert into aluno values (2125, '16821372867', 'Eduardo', 'Gustavo', '1998-09-14', 591658, '2001', 627, null, null);
insert into aluno values (2126, '44186184543', 'Pedro', 'Miguel', '1978-02-08', 336488, '2009', 628, null, null);
insert into aluno values (2127, '38745563261', 'Enzo', 'Eduardo', '1954-03-06', 146180, '2001', 629, null, null);
insert into aluno values (2128, '64762639275', 'Vitor', 'Miguel', '1992-02-14', 29767, '1995', 630, null, null);
insert into aluno values (2129, '77434885767', 'Ryan', 'Vitor', '1964-07-31', 762000, '2019', 631, null, null);
insert into aluno values (2130, '88488721811', 'Luiz', 'Lucca', '1981-10-17', 222776, '1992', 632, null, null);
insert into aluno values (2131, '54265332371', 'Lucas', 'Guilherme', '1954-11-20', 353528, '2019', 633, null, null);
insert into aluno values (2132, '32884679582', 'Eduardo', 'Gustavo', '1983-06-22', 88749, '1996', 634, null, null);
insert into aluno values (2133, '73924963946', 'Enzo', 'Thiago', '1993-11-12', 474423, '1993', 635, null, null);
insert into aluno values (2134, '76442466953', 'Davi', 'Derick', '1960-01-01', 712428, '2018', 636, null, null);
insert into aluno values (2135, '77482342952', 'Gabriel', 'Bernardo', '1987-08-10', 885146, '2018', 637, null, null);
insert into aluno values (2136, '42917578546', 'Vicente', 'Vitor', '1965-06-04', 121844, '2001', 638, null, null);
insert into aluno values (2137, '96317627976', 'Henrique', 'Lorenzo', '1990-09-07', 552991, '2000', 639, null, null);
insert into aluno values (2138, '75552224786', 'Thiago', 'Pedro', '1977-10-03', 147411, '2018', 640, null, null);
insert into aluno values (2139, '64826939585', 'Luan', 'Gustavo', '1958-06-02', 110293, '2009', 641, null, null);
insert into aluno values (2140, '44164793451', 'Arthur', 'Ryan', '1983-02-10', 553464, '1990', 642, null, null);
insert into aluno values (2141, '69826863113', 'Henrique', 'João', '1955-07-16', 458181, '1993', 643, null, null);
insert into aluno values (2142, '48354396374', 'Erick', 'Lucas', '1991-10-28', 529417, '1994', 644, null, null);
insert into aluno values (2143, '22743139243', 'Enrico', 'Lucca', '1981-07-13', 295185, '2019', 645, null, null);
insert into aluno values (2144, '21579394541', 'Ryan', 'Arthur', '1987-11-08', 435975, '2014', 646, null, null);
insert into aluno values (2145, '68331326757', 'João', 'Nathan', '1982-10-04', 44354, '2003', 647, null, null);
insert into aluno values (2146, '92922158429', 'Davi', 'Davi', '1981-06-27', 686051, '1992', 648, null, null);
insert into aluno values (2147, '77173775834', 'Josué', 'Lucas', '1973-02-21', 167413, '2009', 649, null, null);
insert into aluno values (2148, '63636672714', 'Caleb', 'Valentim', '1959-08-21', 643449, '1996', 650, null, null);
insert into aluno values (2149, '42562552545', 'Thomas', 'Benício', '1976-05-08', 27007, '2001', 651, null, null);
insert into aluno values (2150, '81327111919', 'Felipe', 'Henrique', '2000-09-01', 463866, '2001', 652, null, null);
insert into aluno values (2151, '39164558796', 'João', 'Mathias', '1976-02-08', 147853, '1999', 653, null, null);
insert into aluno values (2152, '95976759182', 'Levi', 'Josué', '1977-10-10', 72958, '1998', 654, null, null);
insert into aluno values (2153, '66829997318', 'Murilo', 'Vitor', '1998-06-18', 352570, '1995', 655, null, null);
insert into aluno values (2154, '88284298663', 'Rafael', 'Murilo', '1992-11-16', 389088, '2003', 656, null, null);
insert into aluno values (2155, '24493135612', 'Henrique', 'Caio', '1976-05-11', 584770, '1990', 657, null, null);
insert into aluno values (2156, '16827526773', 'Pedro', 'Gabriel', '1991-03-31', 633043, '2002', 658, null, null);
insert into aluno values (2157, '97993182842', 'Antônio', 'Henry', '1996-04-13', 813462, '2004', 659, null, null);
insert into aluno values (2158, '88493721879', 'Eduardo', 'Théo', '1993-08-01', 301040, '2001', 660, null, null);
insert into aluno values (2159, '79549339269', 'Benício', 'João', '1971-12-05', 601509, '2008', 661, null, null);
insert into aluno values (2160, '56264229612', 'Luan', 'Derick', '1968-09-08', 522198, '2012', 662, null, null);
insert into aluno values (2161, '31624471875', 'Henrique', 'Gabriel', '1986-11-19', 260304, '2006', 663, null, null);
insert into aluno values (2162, '89411397227', 'Guilherme', 'Joaquim', '1996-05-08', 803577, '2007', 664, null, null);
insert into aluno values (2163, '42495323749', 'João', 'Anthony', '1984-07-24', 147057, '1995', 665, null, null);
insert into aluno values (2164, '62215944581', 'Henrique', 'Pietro', '1958-08-24', 388181, '1999', 666, null, null);
insert into aluno values (2165, '45223872316', 'Pedro', 'Guilherme', '1991-05-02', 394321, '1994', 667, null, null);
insert into aluno values (2166, '94558526555', 'Luiz', 'Henrique', '1958-03-08', 483074, '2012', 668, null, null);
insert into aluno values (2167, '83286871137', 'Theodoro', 'Martin', '1962-07-16', 224480, '2007', 669, null, null);
insert into aluno values (2168, '71335367485', 'Levi', 'Lucas', '1994-09-01', 156264, '2017', 670, null, null);
insert into aluno values (2169, '59473541175', 'Théo', 'João', '1971-10-06', 647303, '1990', 671, null, null);
insert into aluno values (2170, '99541377999', 'João', 'Miguel', '1987-05-12', 645286, '2016', 672, null, null);
insert into aluno values (2171, '23115858663', 'Theodoro', 'Isaac', '1983-03-26', 553363, '2010', 673, null, null);
insert into aluno values (2172, '76314226883', 'Vitor', 'Miguel', '1998-12-01', 24335, '2002', 674, null, null);
insert into aluno values (2173, '41937821572', 'Arthur', 'Lucca', '1963-01-25', 595894, '2010', 675, null, null);
insert into aluno values (2174, '49143288224', 'Matteo', 'Gustavo', '1980-10-12', 513070, '2015', 676, null, null);
insert into aluno values (2175, '38865255237', 'Lucas', 'Lorenzo', '1966-04-30', 747945, '2007', 677, null, null);
insert into aluno values (2176, '33554126213', 'Luiz', 'Henrique', '1992-04-19', 937484, '2007', 678, null, null);
insert into aluno values (2177, '92629886629', 'Davi', 'Bryan', '1982-09-12', 931617, '2015', 679, null, null);
insert into aluno values (2178, '77544197911', 'João', 'Benjamin', '1989-06-04', 772651, '2010', 680, null, null);
insert into aluno values (2179, '11499854516', 'Nicolas', 'Guilherme', '1962-04-28', 586841, '1990', 681, null, null);
insert into aluno values (2180, '61322293611', 'Anthony', 'Guilherme', '1959-08-05', 68180, '2009', 682, null, null);
insert into aluno values (2181, '45771678837', 'Raul', 'Arthur', '1975-02-20', 571593, '2016', 683, null, null);
insert into aluno values (2182, '17966629272', 'Arthur', 'Henrique', '1989-01-12', 313466, '2008', 684, null, null);
insert into aluno values (2183, '65227311654', 'Felipe', 'Daniel', '1980-02-16', 469333, '2018', 685, null, null);
insert into aluno values (2184, '86295377866', 'Lucas', 'Arthur', '1972-06-09', 68194, '2007', 686, null, null);
insert into aluno values (2185, '55598865121', 'Miguel', 'Gabriel', '1965-05-23', 260677, '1999', 687, null, null);
insert into aluno values (2186, '86198624196', 'João', 'Kauê', '1951-10-06', 861645, '2019', 688, null, null);
insert into aluno values (2187, '22343492886', 'Miguel', 'Anthony', '1987-06-26', 833387, '2007', 689, null, null);
insert into aluno values (2188, '31234442864', 'Yago', 'Enzo', '1957-01-11', 950880, '2006', 690, null, null);
insert into aluno values (2189, '15299638787', 'Nathan', 'Lorenzo', '1996-04-13', 246668, '2014', 691, null, null);
insert into aluno values (2190, '27193145122', 'Henrique', 'Ryan', '1958-08-15', 338719, '2008', 692, null, null);
insert into aluno values (2191, '14112656317', 'Otto', 'Oliver', '1990-12-27', 787302, '1992', 693, null, null);
insert into aluno values (2192, '42847883346', 'Tomás', 'Ryan', '1988-05-05', 944092, '1991', 694, null, null);
insert into aluno values (2193, '94863458668', 'Daniel', 'Bryan', '1956-02-16', 224480, '1996', 695, null, null);
insert into aluno values (2194, '58614258614', 'Martin', 'Cauã', '1997-09-17', 199444, '2002', 696, null, null);
insert into aluno values (2195, '62364296749', 'Theodoro', 'Luiz', '1964-08-13', 24335, '1993', 697, null, null);
insert into aluno values (2196, '55368658349', 'Levi', 'Davi', '1993-10-20', 261120, '2011', 698, null, null);
insert into aluno values (2197, '13183348972', 'Gabriel', 'Théo', '1976-04-01', 418365, '2002', 699, null, null);
insert into aluno values (2198, '15186744926', 'Lorenzo', 'Ícaro', '1993-09-09', 499149, '2008', 700, null, null);
insert into aluno values (2199, '84469249897', 'Lucas', 'Vitor', '1987-08-31', 591658, '2017', 701, null, null);
insert into aluno values (2200, '16619571283', 'Derick', 'Yan', '1953-10-24', 353528, '2000', 702, null, null);
insert into aluno values (2201, '22444836733', 'Vitor', 'Augusto', '1983-09-29', 85157, '2010', 703, null, null);
insert into aluno values (2202, '59866252452', 'Arthur', 'Lorenzo', '1960-07-29', 180407, '2008', 704, null, null);
insert into aluno values (2203, '65677934795', 'João', 'Rodrigo', '1983-03-22', 223227, '2019', 705, null, null);
insert into aluno values (2204, '21737281914', 'Vitor', 'Lorenzo', '1985-02-27', 944078, '2019', 706, null, null);
insert into aluno values (2205, '77683431299', 'Francisco', 'Felipe', '1962-03-14', 509455, '2018', 707, null, null);
insert into aluno values (2206, '61621428663', 'Gabriel', 'Thomas', '1952-11-13', 283846, '2006', 708, null, null);
insert into aluno values (2207, '41468546651', 'João', 'Noah', '1953-01-16', 117625, '1997', 709, null, null);
insert into aluno values (2208, '47671519563', 'Leonardo', 'Lucas', '1980-11-22', 706209, '2000', 710, null, null);
insert into aluno values (2209, '61683134598', 'Nathan', 'Felipe', '1989-12-13', 373697, '2001', 711, null, null);
insert into aluno values (2210, '19995653843', 'Leonardo', 'Arthur', '1984-04-23', 232957, '2019', 712, null, null);
insert into aluno values (2211, '39798753658', 'Vitor', 'Murilo', '1997-11-24', 851378, '2008', 713, null, null);
insert into aluno values (2212, '18883236214', 'Francisco', 'Enrico', '1953-03-10', 863326, '2016', 714, null, null);
insert into aluno values (2213, '56737566485', 'Felipe', 'Raul', '1962-02-28', 270950, '2007', 715, null, null);
insert into aluno values (2214, '79523661957', 'Joaquim', 'Gabriel', '1954-09-10', 737633, '2010', 716, null, null);
insert into aluno values (2215, '97231286152', 'Miguel', 'Henrique', '1960-06-18', 350314, '2006', 717, null, null);
insert into aluno values (2216, '58366299521', 'Davi', 'Rodrigo', '1996-02-29', 38086, '2004', 718, null, null);
insert into aluno values (2217, '71681238991', 'Davi', 'Gabriel', '1955-06-03', 160345, '1998', 719, null, null);
insert into aluno values (2218, '87834146399', 'Guilherme', 'Ryan', '1991-01-13', 69559, '2009', 720, null, null);
insert into aluno values (2219, '41399164536', 'Miguel', 'Pedro', '1969-05-04', 70571, '2012', 721, null, null);
insert into aluno values (2220, '84576519568', 'Davi', 'Gael', '1976-10-22', 640477, '2000', 722, null, null);
insert into aluno values (2221, '67747196659', 'Henrique', 'Lucca', '1979-12-18', 123400, '2001', 723, null, null);
insert into aluno values (2222, '42554642243', 'Mathias', 'Oliver', '1975-12-08', 474399, '2018', 724, null, null);
insert into aluno values (2223, '92434234544', 'Henrique', 'Benjamin', '1961-04-20', 954955, '2018', 725, null, null);
insert into aluno values (2224, '59828319113', 'Bryan', 'Felipe', '1963-08-03', 695898, '2005', 726, null, null);
insert into aluno values (2225, '79512823933', 'Lucas', 'Benício', '1969-06-28', 304321, '2015', 727, null, null);
insert into aluno values (2226, '91333893218', 'Daniel', 'Valentim', '1998-01-20', 523577, '2003', 728, null, null);
insert into aluno values (2227, '56196134969', 'Lucas', 'Gabriel', '1979-03-27', 197242, '2006', 729, null, null);
insert into aluno values (2228, '66331345179', 'João', 'Noah', '1980-10-01', 277880, '1997', 730, null, null);
insert into aluno values (2229, '55987962946', 'Vitor', 'Arthur', '1977-09-04', 963117, '2012', 731, null, null);
insert into aluno values (2230, '61139417155', 'Raul', 'Vitor', '1952-11-08', 17034, '2011', 732, null, null);
insert into aluno values (2231, '82176678267', 'Davi', 'Gabriel', '1973-09-24', 552991, '1996', 733, null, null);
insert into aluno values (2232, '64349711216', 'Lucca', 'Guilherme', '1973-10-01', 407149, '1998', 734, null, null);
insert into aluno values (2233, '92661399296', 'Nathan', 'Davi', '1996-11-10', 258175, '2008', 735, null, null);
insert into aluno values (2234, '64126549387', 'Bruno', 'Isaac', '1981-07-04', 264061, '2012', 736, null, null);
insert into aluno values (2235, '61741685276', 'Enrico', 'Vitor', '1980-04-25', 224749, '2010', 737, null, null);
insert into aluno values (2236, '54223219842', 'Felipe', 'Henry', '1977-10-17', 569547, '2010', 738, null, null);
insert into aluno values (2237, '39144169343', 'Augusto', 'Bruno', '1995-03-05', 119225, '2006', 739, null, null);
insert into aluno values (2238, '49155248248', 'Vitor', 'Vitor', '1972-02-15', 586841, '1996', 740, null, null);
insert into aluno values (2239, '12264868628', 'Yuri', 'Kauê', '1997-08-04', 529417, '2010', 741, null, null);
insert into aluno values (2240, '79212227381', 'Martin', 'Luiz', '1962-04-12', 480182, '2002', 742, null, null);
insert into aluno values (2241, '18968137298', 'Valentim', 'Lucas', '1991-03-05', 851378, '1996', 743, null, null);
insert into aluno values (2242, '91453281386', 'Martin', 'Bruno', '1980-01-19', 474423, '2014', 744, null, null);
insert into aluno values (2243, '51776661664', 'Caleb', 'Miguel', '1957-04-27', 774390, '2009', 745, null, null);
insert into aluno values (2244, '76383649118', 'Lucas', 'Pedro', '1976-01-10', 242169, '2004', 746, null, null);
insert into aluno values (2245, '63163746967', 'Otto', 'Otávio', '1956-01-01', 70571, '2004', 747, null, null);
insert into aluno values (2246, '18321965151', 'Luiz', 'Benjamin', '1964-10-26', 781462, '2004', 748, null, null);
insert into aluno values (2247, '58557459556', 'Henrique', 'Guilherme', '1952-09-19', 532465, '2012', 749, null, null);
insert into aluno values (2248, '13626746416', 'Miguel', 'Enrico', '1988-01-10', 863326, '2009', 750, null, null);
insert into aluno values (2249, '75132675861', 'Martin', 'Pedro', '1971-06-18', 801612, '2008', 751, null, null);
insert into aluno values (2250, '83345864435', 'Lucas', 'Davi', '1996-10-19', 68180, '1998', 752, null, null);
insert into aluno values (2251, '51594379871', 'Miguel', 'João', '1981-06-22', 135099, '1998', 753, null, null);
insert into aluno values (2252, '48721358618', 'Enzo', 'Lorenzo', '1989-09-12', 786503, '2014', 754, null, null);
insert into aluno values (2253, '73358653378', 'Pedro', 'Vitor', '1999-11-22', 602169, '2003', 755, null, null);
insert into aluno values (2254, '84578213217', 'Rafael', 'Yan', '1950-08-16', 435161, '2010', 756, null, null);
insert into aluno values (2255, '11376616914', 'Benício', 'Ryan', '1973-02-08', 224480, '1996', 757, null, null);
insert into aluno values (2256, '24225279266', 'Daniel', 'Miguel', '1964-02-08', 937484, '2013', 758, null, null);
insert into aluno values (2257, '27996881325', 'Luan', 'Bryan', '1984-04-04', 435975, '2003', 759, null, null);
insert into aluno values (2258, '54564741148', 'Rafael', 'Pedro', '1952-10-25', 367868, '1993', 760, null, null);
insert into aluno values (2259, '56534651184', 'Valentim', 'Josué', '1954-05-13', 173163, '2018', 761, null, null);
insert into aluno values (2260, '98476463317', 'Isaac', 'Gabriel', '1953-01-03', 710464, '2009', 762, null, null);
insert into aluno values (2261, '88368142277', 'Gabriel', 'Arthur', '1954-10-01', 324654, '2005', 763, null, null);
insert into aluno values (2262, '29224223338', 'Antônio', 'Raul', '1987-03-16', 626435, '2011', 764, null, null);
insert into aluno values (2263, '32689257435', 'Ryan', 'Ryan', '1972-11-19', 635972, '2018', 765, null, null);
insert into aluno values (2264, '68833873595', 'Josué', 'Rafael', '1974-10-11', 787302, '2004', 766, null, null);
insert into aluno values (2265, '28947417756', 'Lucas', 'Guilherme', '1982-12-06', 82432, '2009', 767, null, null);
insert into aluno values (2266, '52663247344', 'Antônio', 'Benício', '1964-09-24', 683051, '1997', 768, null, null);
insert into aluno values (2267, '95818537532', 'Lucas', 'Gabriel', '1990-07-21', 929945, '2019', 769, null, null);
insert into aluno values (2268, '88492654738', 'Felipe', 'Arthur', '2000-11-26', 833387, '2003', 770, null, null);
insert into aluno values (2269, '71668289579', 'Pedro', 'Joaquim', '1998-01-07', 466567, '1991', 771, null, null);
insert into aluno values (2270, '61183861143', 'Pietro', 'Gabriel', '1981-06-25', 471902, '2017', 772, null, null);
insert into aluno values (2271, '96434459464', 'Francisco', 'Pietro', '1972-11-30', 224480, '2005', 773, null, null);
insert into aluno values (2272, '65179519257', 'Felipe', 'Davi', '1987-03-19', 654089, '2010', 774, null, null);
insert into aluno values (2273, '35494535281', 'Samuel', 'Tomás', '1979-10-24', 199444, '2004', 775, null, null);
insert into aluno values (2274, '87486545544', 'Miguel', 'Samuel', '1981-04-07', 608714, '2019', 776, null, null);
insert into aluno values (2275, '79363639786', 'João', 'Lucas', '1977-04-18', 447778, '1995', 777, null, null);
insert into aluno values (2276, '81349934694', 'Gabriel', 'Matteo', '1976-09-14', 447778, '2006', 778, null, null);
insert into aluno values (2277, '71369542211', 'Arthur', 'Miguel', '1961-04-03', 787288, '2008', 779, null, null);
insert into aluno values (2278, '21383684433', 'Tomás', 'Anthony', '1968-12-23', 149076, '2003', 780, null, null);
insert into aluno values (2279, '13883486176', 'Lucca', 'Thiago', '1971-06-27', 983483, '2001', 781, null, null);
insert into aluno values (2280, '36779494729', 'Augusto', 'Yuri', '1983-11-16', 82432, '2019', 782, null, null);
insert into aluno values (2281, '46215294374', 'Guilherme', 'Davi', '1988-05-08', 637943, '2018', 783, null, null);
insert into aluno values (2282, '83333884379', 'Gabriel', 'Lucas', '1980-07-12', 777945, '2004', 784, null, null);
